Time,x_d,y_d,theta_d,v_r_d,v_l_d
20.016681,-0.433883,-1.501512,-2.092205,0.139392,0.069573
20.066722,-0.436464,-1.506039,-2.085549,0.139349,0.068189
20.116764,-0.438996,-1.510552,-2.078766,0.139317,0.066794
20.166806,-0.441481,-1.515051,-2.071854,0.139297,0.065387
20.216847,-0.443916,-1.519535,-2.064809,0.139289,0.063969
20.266889,-0.446303,-1.524006,-2.05763,0.139292,0.06254
20.316931,-0.448641,-1.528462,-2.050314,0.139308,0.061099
20.366972,-0.45093,-1.532903,-2.04286,0.139337,0.059648
20.417014,-0.453169,-1.53733,-2.035265,0.139379,0.058187
20.467056,-0.455359,-1.541742,-2.027527,0.139434,0.056715
20.517098,-0.457498,-1.54614,-2.019644,0.139503,0.055233
20.567139,-0.459587,-1.550522,-2.011613,0.139585,0.05374
20.617181,-0.461626,-1.554889,-2.003433,0.139682,0.052239
20.667223,-0.463614,-1.559241,-1.9951,0.139793,0.050728
20.717264,-0.465551,-1.563578,-1.986613,0.139919,0.049208
20.767306,-0.467437,-1.567899,-1.97797,0.140059,0.047679
20.817348,-0.469271,-1.572204,-1.969168,0.140214,0.046143
20.867389,-0.471054,-1.576494,-1.960205,0.140384,0.044598
20.917431,-0.472785,-1.580768,-1.951079,0.140569,0.043047
20.967473,-0.474465,-1.585026,-1.941789,0.14077,0.041488
21.017515,-0.476092,-1.589268,-1.932331,0.140985,0.039924
21.067556,-0.477667,-1.593494,-1.922704,0.141216,0.038354
21.117598,-0.479189,-1.597703,-1.912906,0.141462,0.036779
21.16764,-0.480659,-1.601896,-1.902935,0.141723,0.0352
21.217681,-0.482076,-1.606073,-1.89279,0.141999,0.033617
21.267723,-0.48344,-1.610233,-1.882468,0.142289,0.032032
21.317765,-0.484751,-1.614376,-1.871969,0.142595,0.030445
21.367807,-0.486009,-1.618502,-1.86129,0.142914,0.028857
21.417848,-0.487213,-1.622611,-1.85043,0.143248,0.027269
21.46789,-0.488364,-1.626704,-1.839388,0.143595,0.025682
21.517932,-0.489461,-1.630779,-1.828163,0.143955,0.024097
21.567973,-0.490504,-1.634836,-1.816754,0.144328,0.022516
21.618015,-0.491494,-1.638876,-1.80516,0.144713,0.020939
21.668057,-0.492429,-1.642899,-1.793381,0.14511,0.019368
21.718098,-0.493311,-1.646904,-1.781416,0.145518,0.017804
21.76814,-0.494138,-1.650891,-1.769264,0.145935,0.016249
21.818182,-0.494911,-1.654861,-1.756926,0.146362,0.014704
21.868224,-0.495629,-1.658812,-1.744402,0.146797,0.01317
21.918265,-0.496293,-1.662745,-1.731693,0.14724,0.01165
21.968307,-0.496903,-1.666661,-1.718798,0.147689,0.010145
22.018349,-0.497458,-1.670557,-1.70572,0.148143,0.008656
22.06839,-0.497959,-1.674436,-1.692458,0.148602,0.007186
22.118432,-0.498404,-1.678296,-1.679016,0.149064,0.005736
22.168474,-0.498795,-1.682137,-1.665394,0.149527,0.004308
22.218515,-0.499131,-1.685959,-1.651594,0.149991,0.002905
22.268557,-0.499413,-1.689763,-1.637619,0.150453,0.001527
22.318599,-0.499639,-1.693548,-1.623472,0.150914,0.000178
22.368641,-0.499811,-1.697313,-1.609156,0.15137,-0.001141
22.418682,-0.499927,-1.70106,-1.594674,0.151821,-0.002427
22.468724,-0.499989,-1.704787,-1.58003,0.152266,-0.003679
22.518766,-0.499996,-1.708495,-1.565227,0.152701,-0.004894
22.568807,-0.499948,-1.712183,-1.550271,0.153127,-0.006071
22.618849,-0.499845,-1.715852,-1.535167,0.153541,-0.007207
22.668891,-0.499687,-1.719502,-1.519918,0.153942,-0.008299
22.718932,-0.499474,-1.723131,-1.504531,0.154327,-0.009347
22.768974,-0.499207,-1.726741,-1.489012,0.154697,-0.010348
22.819016,-0.498884,-1.73033,-1.473367,0.155048,-0.0113
22.869058,-0.498507,-1.7339,-1.457602,0.155381,-0.012201
22.919099,-0.498075,-1.737449,-1.441724,0.155692,-0.013049
22.969141,-0.497588,-1.740979,-1.42574,0.155981,-0.013843
23.019183,-0.497047,-1.744487,-1.409657,0.156246,-0.014581
23.069224,-0.496451,-1.747976,-1.393484,0.156486,-0.015262
23.119266,-0.4958,-1.751444,-1.377228,0.156701,-0.015883
23.169308,-0.495095,-1.754891,-1.360897,0.156888,-0.016445
23.219349,-0.494336,-1.758318,-1.344499,0.157048,-0.016945
23.269391,-0.493522,-1.761723,-1.328043,0.157178,-0.017383
23.319433,-0.492655,-1.765108,-1.311538,0.157279,-0.017758
23.369475,-0.491733,-1.768472,-1.294993,0.15735,-0.018069
23.419516,-0.490757,-1.771814,-1.278416,0.15739,-0.018316
23.469558,-0.489727,-1.775136,-1.261816,0.157399,-0.018499
23.5196,-0.488643,-1.778436,-1.245203,0.157377,-0.018617
23.569641,-0.487506,-1.781715,-1.228585,0.157324,-0.01867
23.619683,-0.486315,-1.784972,-1.211972,0.15724,-0.01866
23.669725,-0.48507,-1.788208,-1.195372,0.157125,-0.018585
23.719766,-0.483773,-1.791422,-1.178794,0.156979,-0.018447
23.769808,-0.482422,-1.794614,-1.162248,0.156804,-0.018247
23.81985,-0.481018,-1.797785,-1.145741,0.156599,-0.017985
23.869892,-0.479562,-1.800934,-1.129283,0.156365,-0.017662
23.919933,-0.478052,-1.80406,-1.112881,0.156104,-0.01728
23.969975,-0.47649,-1.807165,-1.096544,0.155816,-0.01684
24.020017,-0.474876,-1.810247,-1.08028,0.155502,-0.016343
24.070058,-0.47321,-1.813307,-1.064096,0.155163,-0.015792
24.1201,-0.471492,-1.816345,-1.048,0.154801,-0.015187
24.170142,-0.469722,-1.819361,-1.031998,0.154417,-0.014531
24.220183,-0.4679,-1.822354,-1.016098,0.154012,-0.013826
24.270225,-0.466027,-1.825324,-1.000306,0.153588,-0.013073
24.320267,-0.464103,-1.828272,-0.984629,0.153146,-0.012275
24.370309,-0.462128,-1.831197,-0.969071,0.152687,-0.011434
24.42035,-0.460102,-1.834099,-0.953638,0.152214,-0.010551
24.470392,-0.458025,-1.836978,-0.938336,0.151728,-0.00963
24.520434,-0.455898,-1.839834,-0.92317,0.15123,-0.008671
24.570475,-0.453721,-1.842667,-0.908143,0.150721,-0.007679
24.620517,-0.451495,-1.845477,-0.893259,0.150204,-0.006653
24.670559,-0.449218,-1.848264,-0.878523,0.14968,-0.005598
24.720601,-0.446893,-1.851028,-0.863938,0.14915,-0.004515
24.770642,-0.444518,-1.853768,-0.849507,0.148615,-0.003406
24.820684,-0.442094,-1.856484,-0.835232,0.148077,-0.002273
24.870726,-0.439622,-1.859177,-0.821116,0.147538,-0.001119
24.920767,-0.437102,-1.861847,-0.807161,0.146999,5.5e-05
24.970809,-0.434533,-1.864493,-0.793368,0.14646,0.001247
25.020851,-0.431917,-1.867115,-0.77974,0.145923,0.002454
25.070892,-0.429253,-1.869713,-0.766276,0.14539,0.003675
25.120934,-0.426542,-1.872288,-0.752979,0.14486,0.004909
25.170976,-0.423785,-1.874838,-0.739848,0.144336,0.006152
25.221018,-0.420981,-1.877365,-0.726885,0.143818,0.007404
25.271059,-0.41813,-1.879867,-0.714088,0.143307,0.008663
25.321101,-0.415234,-1.882345,-0.701459,0.142804,0.009927
25.371143,-0.412292,-1.884799,-0.688996,0.142309,0.011196
25.421184,-0.409304,-1.887229,-0.6767,0.141824,0.012467
25.471226,-0.406272,-1.889635,-0.664569,0.141348,0.013739
25.521268,-0.403195,-1.892015,-0.652602,0.140883,0.015011
25.571309,-0.400074,-1.894372,-0.640799,0.140428,0.016283
25.621351,-0.396909,-1.896704,-0.629158,0.139985,0.017551
25.671393,-0.3937,-1.899011,-0.617679,0.139553,0.018817
25.721435,-0.390449,-1.901293,-0.606358,0.139134,0.020078
25.771476,-0.387154,-1.903551,-0.595196,0.138726,0.021333
25.821518,-0.383816,-1.905784,-0.58419,0.138331,0.022583
25.87156,-0.380437,-1.907992,-0.573338,0.137949,0.023825
25.921601,-0.377016,-1.910175,-0.562638,0.137579,0.02506
25.971643,-0.373553,-1.912334,-0.552089,0.137222,0.026286
26.021685,-0.370049,-1.914467,-0.541689,0.136878,0.027502
26.071726,-0.366505,-1.916575,-0.531435,0.136548,0.028709
26.121768,-0.36292,-1.918658,-0.521324,0.13623,0.029906
26.17181,-0.359296,-1.920715,-0.511356,0.135924,0.031091
26.221852,-0.355632,-1.922747,-0.501527,0.135632,0.032265
26.271893,-0.351929,-1.924754,-0.491836,0.135353,0.033427
26.321935,-0.348187,-1.926736,-0.482279,0.135086,0.034577
26.371977,-0.344407,-1.928692,-0.472855,0.134831,0.035713
26.422018,-0.340589,-1.930623,-0.463561,0.134589,0.036837
26.47206,-0.336734,-1.932528,-0.454395,0.134358,0.037947
26.522102,-0.332842,-1.934407,-0.445354,0.13414,0.039044
26.572143,-0.328913,-1.936261,-0.436437,0.133933,0.040126
26.622185,-0.324948,-1.938089,-0.42764,0.133737,0.041195
26.672227,-0.320948,-1.939892,-0.418961,0.133553,0.042248
26.722269,-0.316912,-1.941668,-0.410397,0.133379,0.043287
26.77231,-0.312841,-1.943419,-0.401947,0.133216,0.044312
26.822352,-0.308736,-1.945144,-0.393608,0.133064,0.045321
26.872394,-0.304597,-1.946842,-0.385377,0.132921,0.046315
26.922435,-0.300425,-1.948515,-0.377253,0.132788,0.047293
26.972477,-0.296219,-1.950162,-0.369232,0.132665,0.048256
27.022519,-0.291982,-1.951783,-0.361313,0.13255,0.049204
27.07256,-0.287712,-1.953377,-0.353492,0.132445,0.050136
27.122602,-0.28341,-1.954945,-0.345769,0.132348,0.051052
27.172644,-0.279077,-1.956488,-0.33814,0.132259,0.051952
27.222686,-0.274714,-1.958003,-0.330603,0.132178,0.052836
27.272727,-0.27032,-1.959493,-0.323156,0.132105,0.053705
27.322769,-0.265897,-1.960956,-0.315798,0.132039,0.054557
27.372811,-0.261445,-1.962393,-0.308524,0.13198,0.055394
27.422852,-0.256964,-1.963803,-0.301335,0.131927,0.056214
27.472894,-0.252454,-1.965187,-0.294226,0.131881,0.057019
27.522936,-0.247917,-1.966545,-0.287197,0.131841,0.057807
27.572977,-0.243353,-1.967876,-0.280245,0.131807,0.05858
27.623019,-0.238762,-1.96918,-0.273369,0.131778,0.059336
27.673061,-0.234144,-1.970457,-0.266565,0.131755,0.060076
27.723103,-0.229501,-1.971709,-0.259832,0.131736,0.0608
27.773144,-0.224833,-1.972933,-0.253169,0.131722,0.061508
27.823186,-0.22014,-1.97413,-0.246573,0.131713,0.0622
27.873228,-0.215423,-1.975301,-0.240042,0.131707,0.062876
27.923269,-0.210682,-1.976445,-0.233574,0.131705,0.063535
27.973311,-0.205918,-1.977563,-0.227168,0.131707,0.064179
28.023353,-0.201132,-1.978653,-0.220822,0.131712,0.064807
28.073394,-0.196323,-1.979717,-0.214533,0.13172,0.065418
28.123436,-0.191493,-1.980753,-0.208301,0.131731,0.066014
28.173478,-0.186642,-1.981763,-0.202123,0.131745,0.066593
28.22352,-0.18177,-1.982746,-0.195997,0.131761,0.067157
28.273561,-0.176878,-1.983702,-0.189923,0.131779,0.067705
28.323603,-0.171967,-1.98463,-0.183897,0.131799,0.068236
28.373645,-0.167037,-1.985532,-0.177919,0.13182,0.068752
28.423686,-0.162089,-1.986407,-0.171987,0.131844,0.069252
28.473728,-0.157123,-1.987254,-0.166099,0.131868,0.069736
28.52377,-0.152139,-1.988075,-0.160254,0.131893,0.070205
28.573812,-0.147139,-1.988868,-0.15445,0.13192,0.070657
28.623853,-0.142123,-1.989634,-0.148685,0.131947,0.071094
28.673895,-0.137091,-1.990373,-0.142958,0.131975,0.071514
28.723937,-0.132044,-1.991085,-0.137267,0.132003,0.071919
28.773978,-0.126982,-1.991769,-0.131611,0.132031,0.072309
28.82402,-0.121907,-1.992427,-0.125989,0.132059,0.072682
28.874062,-0.116818,-1.993057,-0.120398,0.132088,0.07304
28.924103,-0.111717,-1.99366,-0.114838,0.132116,0.073382
28.974145,-0.106603,-1.994235,-0.109307,0.132144,0.073709
29.024187,-0.101477,-1.994783,-0.103803,0.132171,0.07402
29.074229,-0.09634,-1.995304,-0.098325,0.132198,0.074315
29.12427,-0.091193,-1.995798,-0.092872,0.132223,0.074594
29.174312,-0.086036,-1.996264,-0.087442,0.132248,0.074858
29.224354,-0.080869,-1.996703,-0.082034,0.132273,0.075107
29.274395,-0.075693,-1.997115,-0.076647,0.132296,0.07534
29.324437,-0.070509,-1.997499,-0.071278,0.132318,0.075557
29.374479,-0.065317,-1.997855,-0.065928,0.132338,0.075758
29.42452,-0.060118,-1.998185,-0.060593,0.132358,0.075944
29.474562,-0.054913,-1.998487,-0.055274,0.132376,0.076115
29.524604,-0.049701,-1.998761,-0.049969,0.132393,0.07627
29.574646,-0.044484,-1.999008,-0.044676,0.132408,0.076409
29.624687,-0.039262,-1.999228,-0.039394,0.132422,0.076533
29.674729,-0.034036,-1.99942,-0.034122,0.132434,0.076642
29.724771,-0.028806,-1.999585,-0.028858,0.132444,0.076735
29.774812,-0.023573,-1.999722,-0.023601,0.132453,0.076812
29.824854,-0.018337,-1.999832,-0.01835,0.13246,0.076874
29.874896,-0.013099,-1.999914,-0.013104,0.132465,0.076921
29.924937,-0.00786,-1.999969,-0.007861,0.132469,0.076952
29.974979,-0.00262,-1.999997,-0.00262,0.13247,0.076967
30.025021,0.00262,-1.999997,0.00262,0.13247,0.076967
30.075063,0.00786,-1.999969,0.007861,0.132469,0.076952
30.125104,0.013099,-1.999914,0.013104,0.132465,0.076921
30.175146,0.018337,-1.999832,0.01835,0.13246,0.076874
30.225188,0.023573,-1.999722,0.023601,0.132453,0.076812
30.275229,0.028806,-1.999585,0.028858,0.132444,0.076735
30.325271,0.034036,-1.99942,0.034122,0.132434,0.076642
30.375313,0.039262,-1.999228,0.039394,0.132422,0.076533
30.425354,0.044484,-1.999008,0.044676,0.132408,0.076409
30.475396,0.049701,-1.998761,0.049969,0.132393,0.07627
30.525438,0.054913,-1.998487,0.055274,0.132376,0.076115
30.57548,0.060118,-1.998185,0.060593,0.132358,0.075944
30.625521,0.065317,-1.997855,0.065928,0.132338,0.075758
30.675563,0.070509,-1.997499,0.071278,0.132318,0.075557
30.725605,0.075693,-1.997115,0.076647,0.132296,0.07534
30.775646,0.080869,-1.996703,0.082034,0.132273,0.075107
30.825688,0.086036,-1.996264,0.087442,0.132248,0.074858
30.87573,0.091193,-1.995798,0.092872,0.132223,0.074594
30.925771,0.09634,-1.995304,0.098325,0.132198,0.074315
30.975813,0.101477,-1.994783,0.103803,0.132171,0.07402
31.025855,0.106603,-1.994235,0.109307,0.132144,0.073709
31.075897,0.111717,-1.99366,0.114838,0.132116,0.073382
31.125938,0.116818,-1.993057,0.120398,0.132088,0.07304
31.17598,0.121907,-1.992427,0.125989,0.132059,0.072682
31.226022,0.126982,-1.991769,0.131611,0.132031,0.072309
31.276063,0.132044,-1.991085,0.137267,0.132003,0.071919
31.326105,0.137091,-1.990373,0.142958,0.131975,0.071514
31.376147,0.142123,-1.989634,0.148685,0.131947,0.071094
31.426188,0.147139,-1.988868,0.15445,0.13192,0.070657
31.47623,0.152139,-1.988075,0.160254,0.131893,0.070205
31.526272,0.157123,-1.987254,0.166099,0.131868,0.069736
31.576314,0.162089,-1.986407,0.171987,0.131844,0.069252
31.626355,0.167037,-1.985532,0.177919,0.13182,0.068752
31.676397,0.171967,-1.98463,0.183897,0.131799,0.068236
31.726439,0.176878,-1.983702,0.189923,0.131779,0.067705
31.77648,0.18177,-1.982746,0.195997,0.131761,0.067157
31.826522,0.186642,-1.981763,0.202123,0.131745,0.066593
31.876564,0.191493,-1.980753,0.208301,0.131731,0.066014
31.926606,0.196323,-1.979717,0.214533,0.13172,0.065418
31.976647,0.201132,-1.978653,0.220822,0.131712,0.064807
32.026689,0.205918,-1.977563,0.227168,0.131707,0.064179
32.076731,0.210682,-1.976445,0.233574,0.131705,0.063535
32.126772,0.215423,-1.975301,0.240042,0.131707,0.062876
32.176814,0.22014,-1.97413,0.246573,0.131713,0.0622
32.226856,0.224833,-1.972933,0.253169,0.131722,0.061508
32.276897,0.229501,-1.971709,0.259832,0.131736,0.0608
32.326939,0.234144,-1.970457,0.266565,0.131755,0.060076
32.376981,0.238762,-1.96918,0.273369,0.131778,0.059336
32.427023,0.243353,-1.967876,0.280245,0.131807,0.05858
32.477064,0.247917,-1.966545,0.287197,0.131841,0.057807
32.527106,0.252454,-1.965187,0.294226,0.131881,0.057019
32.577148,0.256964,-1.963803,0.301335,0.131927,0.056214
32.627189,0.261445,-1.962393,0.308524,0.13198,0.055394
32.677231,0.265897,-1.960956,0.315798,0.132039,0.054557
32.727273,0.27032,-1.959493,0.323156,0.132105,0.053705
32.777314,0.274714,-1.958003,0.330603,0.132178,0.052836
32.827356,0.279077,-1.956488,0.33814,0.132259,0.051952
32.877398,0.28341,-1.954945,0.345769,0.132348,0.051052
32.92744,0.287712,-1.953377,0.353492,0.132445,0.050136
32.977481,0.291982,-1.951783,0.361313,0.13255,0.049204
33.027523,0.296219,-1.950162,0.369232,0.132665,0.048256
33.077565,0.300425,-1.948515,0.377253,0.132788,0.047293
33.127606,0.304597,-1.946842,0.385377,0.132921,0.046315
33.177648,0.308736,-1.945144,0.393608,0.133064,0.045321
33.22769,0.312841,-1.943419,0.401947,0.133216,0.044312
33.277731,0.316912,-1.941668,0.410397,0.133379,0.043287
33.327773,0.320948,-1.939892,0.418961,0.133553,0.042248
33.377815,0.324948,-1.938089,0.42764,0.133737,0.041195
33.427857,0.328913,-1.936261,0.436437,0.133933,0.040126
33.477898,0.332842,-1.934407,0.445354,0.13414,0.039044
33.52794,0.336734,-1.932528,0.454395,0.134358,0.037947
33.577982,0.340589,-1.930623,0.463561,0.134589,0.036837
33.628023,0.344407,-1.928692,0.472855,0.134831,0.035713
33.678065,0.348187,-1.926736,0.482279,0.135086,0.034577
33.728107,0.351929,-1.924754,0.491836,0.135353,0.033427
33.778148,0.355632,-1.922747,0.501527,0.135632,0.032265
33.82819,0.359296,-1.920715,0.511356,0.135924,0.031091
33.878232,0.36292,-1.918658,0.521324,0.13623,0.029906
33.928274,0.366505,-1.916575,0.531435,0.136548,0.028709
33.978315,0.370049,-1.914467,0.541689,0.136878,0.027502
34.028357,0.373553,-1.912334,0.552089,0.137222,0.026286
34.078399,0.377016,-1.910175,0.562638,0.137579,0.02506
34.12844,0.380437,-1.907992,0.573338,0.137949,0.023825
34.178482,0.383816,-1.905784,0.58419,0.138331,0.022583
34.228524,0.387154,-1.903551,0.595196,0.138726,0.021333
34.278565,0.390449,-1.901293,0.606358,0.139134,0.020078
34.328607,0.3937,-1.899011,0.617679,0.139553,0.018817
34.378649,0.396909,-1.896704,0.629158,0.139985,0.017551
34.428691,0.400074,-1.894372,0.640799,0.140428,0.016283
34.478732,0.403195,-1.892015,0.652602,0.140883,0.015011
34.528774,0.406272,-1.889635,0.664569,0.141348,0.013739
34.578816,0.409304,-1.887229,0.6767,0.141824,0.012467
34.628857,0.412292,-1.884799,0.688996,0.142309,0.011196
34.678899,0.415234,-1.882345,0.701459,0.142804,0.009927
34.728941,0.41813,-1.879867,0.714088,0.143307,0.008663
34.778982,0.420981,-1.877365,0.726885,0.143818,0.007404
34.829024,0.423785,-1.874838,0.739848,0.144336,0.006152
34.879066,0.426542,-1.872288,0.752979,0.14486,0.004909
34.929108,0.429253,-1.869713,0.766276,0.14539,0.003675
34.979149,0.431917,-1.867115,0.77974,0.145923,0.002454
35.029191,0.434533,-1.864493,0.793368,0.14646,0.001247
35.079233,0.437102,-1.861847,0.807161,0.146999,5.5e-05
35.129274,0.439622,-1.859177,0.821116,0.147538,-0.001119
35.179316,0.442094,-1.856484,0.835232,0.148077,-0.002273
35.229358,0.444518,-1.853768,0.849507,0.148615,-0.003406
35.279399,0.446893,-1.851028,0.863938,0.14915,-0.004515
35.329441,0.449218,-1.848264,0.878523,0.14968,-0.005598
35.379483,0.451495,-1.845477,0.893259,0.150204,-0.006653
35.429525,0.453721,-1.842667,0.908143,0.150721,-0.007679
35.479566,0.455898,-1.839834,0.92317,0.15123,-0.008671
35.529608,0.458025,-1.836978,0.938336,0.151728,-0.00963
35.57965,0.460102,-1.834099,0.953638,0.152214,-0.010551
35.629691,0.462128,-1.831197,0.969071,0.152687,-0.011434
35.679733,0.464103,-1.828272,0.984629,0.153146,-0.012275
35.729775,0.466027,-1.825324,1.000306,0.153588,-0.013073
35.779817,0.4679,-1.822354,1.016098,0.154012,-0.013826
35.829858,0.469722,-1.819361,1.031998,0.154417,-0.014531
35.8799,0.471492,-1.816345,1.048,0.154801,-0.015187
35.929942,0.47321,-1.813307,1.064096,0.155163,-0.015792
35.979983,0.474876,-1.810247,1.08028,0.155502,-0.016343
36.030025,0.47649,-1.807165,1.096544,0.155816,-0.01684
36.080067,0.478052,-1.80406,1.112881,0.156104,-0.01728
36.130108,0.479562,-1.800934,1.129283,0.156365,-0.017662
36.18015,0.481018,-1.797785,1.145741,0.156599,-0.017985
36.230192,0.482422,-1.794614,1.162248,0.156804,-0.018247
36.280234,0.483773,-1.791422,1.178794,0.156979,-0.018447
36.330275,0.48507,-1.788208,1.195372,0.157125,-0.018585
36.380317,0.486315,-1.784972,1.211972,0.15724,-0.01866
36.430359,0.487506,-1.781715,1.228585,0.157324,-0.01867
36.4804,0.488643,-1.778436,1.245203,0.157377,-0.018617
36.530442,0.489727,-1.775136,1.261816,0.157399,-0.018499
36.580484,0.490757,-1.771814,1.278416,0.15739,-0.018316
36.630525,0.491733,-1.768472,1.294993,0.15735,-0.018069
36.680567,0.492655,-1.765108,1.311538,0.157279,-0.017758
36.730609,0.493522,-1.761723,1.328043,0.157178,-0.017383
36.780651,0.494336,-1.758318,1.344499,0.157048,-0.016945
36.830692,0.495095,-1.754891,1.360897,0.156888,-0.016445
36.880734,0.4958,-1.751444,1.377228,0.156701,-0.015883
36.930776,0.496451,-1.747976,1.393484,0.156486,-0.015262
36.980817,0.497047,-1.744487,1.409657,0.156246,-0.014581
37.030859,0.497588,-1.740979,1.42574,0.155981,-0.013843
37.080901,0.498075,-1.737449,1.441724,0.155692,-0.013049
37.130942,0.498507,-1.7339,1.457602,0.155381,-0.012201
37.180984,0.498884,-1.73033,1.473367,0.155048,-0.0113
37.231026,0.499207,-1.726741,1.489012,0.154697,-0.010348
37.281068,0.499474,-1.723131,1.504531,0.154327,-0.009347
37.331109,0.499687,-1.719502,1.519918,0.153942,-0.008299
37.381151,0.499845,-1.715852,1.535167,0.153541,-0.007207
37.431193,0.499948,-1.712183,1.550271,0.153127,-0.006071
37.481234,0.499996,-1.708495,1.565227,0.152701,-0.004894
37.531276,0.499989,-1.704787,1.58003,0.152266,-0.003679
37.581318,0.499927,-1.70106,1.594674,0.151821,-0.002427
37.631359,0.499811,-1.697313,1.609156,0.15137,-0.001141
37.681401,0.499639,-1.693548,1.623472,0.150914,0.000178
37.731443,0.499413,-1.689763,1.637619,0.150453,0.001527
37.781485,0.499131,-1.685959,1.651594,0.149991,0.002905
37.831526,0.498795,-1.682137,1.665394,0.149527,0.004308
37.881568,0.498404,-1.678296,1.679016,0.149064,0.005736
37.93161,0.497959,-1.674436,1.692458,0.148602,0.007186
37.981651,0.497458,-1.670557,1.70572,0.148143,0.008656
38.031693,0.496903,-1.666661,1.718798,0.147689,0.010145
38.081735,0.496293,-1.662745,1.731693,0.14724,0.01165
38.131776,0.495629,-1.658812,1.744402,0.146797,0.01317
38.181818,0.494911,-1.654861,1.756926,0.146362,0.014704
38.23186,0.494138,-1.650891,1.769264,0.145935,0.016249
38.281902,0.493311,-1.646904,1.781416,0.145518,0.017804
38.331943,0.492429,-1.642899,1.793381,0.14511,0.019368
38.381985,0.491494,-1.638876,1.80516,0.144713,0.020939
38.432027,0.490504,-1.634836,1.816754,0.144328,0.022516
38.482068,0.489461,-1.630779,1.828163,0.143955,0.024097
38.53211,0.488364,-1.626704,1.839388,0.143595,0.025682
38.582152,0.487213,-1.622611,1.85043,0.143248,0.027269
38.632193,0.486009,-1.618502,1.86129,0.142914,0.028857
38.682235,0.484751,-1.614376,1.871969,0.142595,0.030445
38.732277,0.48344,-1.610233,1.882468,0.142289,0.032032
38.782319,0.482076,-1.606073,1.89279,0.141999,0.033617
38.83236,0.480659,-1.601896,1.902935,0.141723,0.0352
38.882402,0.479189,-1.597703,1.912906,0.141462,0.036779
38.932444,0.477667,-1.593494,1.922704,0.141216,0.038354
38.982485,0.476092,-1.589268,1.932331,0.140985,0.039924
39.032527,0.474465,-1.585026,1.941789,0.14077,0.041488
39.082569,0.472785,-1.580768,1.951079,0.140569,0.043047
39.132611,0.471054,-1.576494,1.960205,0.140384,0.044598
39.182652,0.469271,-1.572204,1.969168,0.140214,0.046143
39.232694,0.467437,-1.567899,1.97797,0.140059,0.047679
39.282736,0.465551,-1.563578,1.986613,0.139919,0.049208
39.332777,0.463614,-1.559241,1.9951,0.139793,0.050728
39.382819,0.461626,-1.554889,2.003433,0.139682,0.052239
39.432861,0.459587,-1.550522,2.011613,0.139585,0.05374
39.482902,0.457498,-1.54614,2.019644,0.139503,0.055233
39.532944,0.455359,-1.541742,2.027527,0.139434,0.056715
39.582986,0.453169,-1.53733,2.035265,0.139379,0.058187
39.633028,0.45093,-1.532903,2.04286,0.139337,0.059648
39.683069,0.448641,-1.528462,2.050314,0.139308,0.061099
39.733111,0.446303,-1.524006,2.05763,0.139292,0.06254
39.783153,0.443916,-1.519535,2.064809,0.139289,0.063969
39.833194,0.441481,-1.515051,2.071854,0.139297,0.065387
39.883236,0.438996,-1.510552,2.078766,0.139317,0.066794
