Time,x_d,y_d,theta_d,v_r_d,v_l_d
39.933278,0.436464,-1.506039,2.085549,0.139349,0.068189
39.983319,0.433883,-1.501512,2.092205,0.139392,0.069573
40.033361,0.431255,-1.496971,2.098734,0.139445,0.070945
40.083403,0.42858,-1.492417,2.105141,0.139509,0.072305
40.133445,0.425857,-1.487849,2.111426,0.139583,0.073654
40.183486,0.423088,-1.483268,2.117591,0.139666,0.07499
40.233528,0.420272,-1.478674,2.123639,0.139759,0.076315
40.28357,0.41741,-1.474066,2.129572,0.13986,0.077628
40.333611,0.414503,-1.469446,2.135392,0.139971,0.078928
40.383653,0.411549,-1.464812,2.1411,0.140089,0.080217
40.433695,0.408551,-1.460166,2.146699,0.140215,0.081493
40.483736,0.405507,-1.455507,2.152189,0.140349,0.082758
40.533778,0.402419,-1.450836,2.157575,0.14049,0.08401
40.58382,0.399287,-1.446152,2.162856,0.140637,0.08525
40.633862,0.396111,-1.441456,2.168034,0.140791,0.086477
40.683903,0.392892,-1.436748,2.173113,0.140951,0.087693
40.733945,0.389629,-1.432028,2.178092,0.141117,0.088896
40.783987,0.386323,-1.427296,2.182974,0.141288,0.090087
40.834028,0.382975,-1.422552,2.187761,0.141463,0.091266
40.88407,0.379585,-1.417797,2.192454,0.141644,0.092433
40.934112,0.376154,-1.41303,2.197054,0.141829,0.093587
40.984153,0.372681,-1.408252,2.201564,0.142017,0.09473
41.034195,0.369167,-1.403463,2.205985,0.14221,0.09586
41.084237,0.365612,-1.398662,2.210317,0.142405,0.096978
41.134279,0.362018,-1.393851,2.214563,0.142604,0.098083
41.18432,0.358383,-1.389029,2.218725,0.142805,0.099177
41.234362,0.354709,-1.384196,2.222803,0.143009,0.100258
41.284404,0.350997,-1.379352,2.226798,0.143214,0.101328
41.334445,0.347245,-1.374499,2.230713,0.143422,0.102385
41.384487,0.343456,-1.369634,2.234548,0.143631,0.10343
41.434529,0.339629,-1.36476,2.238304,0.14384,0.104463
41.48457,0.335764,-1.359876,2.241984,0.144051,0.105484
41.534612,0.331863,-1.354982,2.245588,0.144262,0.106493
41.584654,0.327925,-1.350078,2.249117,0.144474,0.10749
41.634696,0.323951,-1.345164,2.252572,0.144686,0.108475
41.684737,0.319942,-1.340241,2.255955,0.144897,0.109448
41.734779,0.315897,-1.335309,2.259266,0.145108,0.110409
41.784821,0.311818,-1.330367,2.262508,0.145318,0.111358
41.834862,0.307705,-1.325417,2.26568,0.145526,0.112295
41.884904,0.303557,-1.320457,2.268783,0.145734,0.11322
41.934946,0.299377,-1.315489,2.27182,0.14594,0.114133
41.984987,0.295163,-1.310512,2.27479,0.146144,0.115035
42.035029,0.290917,-1.305526,2.277695,0.146346,0.115924
42.085071,0.286639,-1.300532,2.280535,0.146546,0.116801
42.135113,0.28233,-1.29553,2.283312,0.146743,0.117667
42.185154,0.277989,-1.29052,2.286026,0.146938,0.118521
42.235196,0.273618,-1.285501,2.288678,0.147129,0.119363
42.285238,0.269217,-1.280475,2.291269,0.147318,0.120193
42.335279,0.264787,-1.275441,2.2938,0.147503,0.121012
42.385321,0.260327,-1.2704,2.296272,0.147684,0.121819
42.435363,0.255839,-1.265351,2.298685,0.147862,0.122613
42.485405,0.251322,-1.260295,2.30104,0.148035,0.123397
42.535446,0.246779,-1.255232,2.303338,0.148205,0.124168
42.585488,0.242207,-1.250162,2.305579,0.148369,0.124928
42.63553,0.23761,-1.245084,2.307765,0.14853,0.125676
42.685571,0.232986,-1.240001,2.309895,0.148685,0.126412
42.735613,0.228337,-1.23491,2.311971,0.148836,0.127137
42.785655,0.223662,-1.229813,2.313993,0.148981,0.12785
42.835696,0.218963,-1.22471,2.315961,0.149121,0.128552
42.885738,0.21424,-1.219601,2.317877,0.149256,0.129242
42.93578,0.209493,-1.214485,2.319741,0.149385,0.12992
42.985822,0.204724,-1.209364,2.321553,0.149508,0.130587
43.035863,0.199932,-1.204237,2.323314,0.149625,0.131242
43.085905,0.195118,-1.199104,2.325025,0.149736,0.131886
43.135947,0.190282,-1.193966,2.326685,0.149841,0.132518
43.185988,0.185426,-1.188822,2.328296,0.149939,0.133138
43.23603,0.180549,-1.183674,2.329858,0.150031,0.133748
43.286072,0.175652,-1.17852,2.331371,0.150116,0.134345
43.336113,0.170736,-1.173361,2.332836,0.150194,0.134931
43.386155,0.165802,-1.168198,2.334254,0.150265,0.135506
43.436197,0.160849,-1.16303,2.335624,0.150329,0.13607
43.486239,0.155878,-1.157858,2.336947,0.150386,0.136622
43.53628,0.150891,-1.152681,2.338223,0.150435,0.137163
43.586322,0.145887,-1.1475,2.339453,0.150477,0.137692
43.636364,0.140866,-1.142315,2.340637,0.150511,0.13821
43.686405,0.135831,-1.137126,2.341776,0.150537,0.138717
43.736447,0.13078,-1.131933,2.342869,0.150555,0.139212
43.786489,0.125715,-1.126737,2.343918,0.150566,0.139697
43.83653,0.120636,-1.121537,2.344922,0.150568,0.14017
43.886572,0.115544,-1.116334,2.345882,0.150562,0.140632
43.936614,0.110439,-1.111128,2.346797,0.150547,0.141083
43.986656,0.105322,-1.105918,2.347669,0.150525,0.141522
44.036697,0.100194,-1.100706,2.348497,0.150493,0.141951
44.086739,0.095054,-1.095491,2.349282,0.150453,0.142369
44.136781,0.089904,-1.090273,2.350024,0.150404,0.142775
44.186822,0.084745,-1.085053,2.350723,0.150347,0.143171
44.236864,0.079576,-1.07983,2.351379,0.15028,0.143555
44.286906,0.074398,-1.074606,2.351993,0.150204,0.143929
44.336947,0.069212,-1.069379,2.352564,0.150119,0.144292
44.386989,0.064018,-1.06415,2.353093,0.150025,0.144644
44.437031,0.058817,-1.05892,2.35358,0.149922,0.144986
44.487073,0.05361,-1.053688,2.354025,0.149809,0.145316
44.537114,0.048397,-1.048454,2.354429,0.149687,0.145636
44.587156,0.043179,-1.043219,2.35479,0.149556,0.145945
44.637198,0.037956,-1.037983,2.355111,0.149414,0.146244
44.687239,0.032729,-1.032746,2.355389,0.149263,0.146532
44.737281,0.027498,-1.027508,2.355626,0.149103,0.146809
44.787323,0.022264,-1.02227,2.355822,0.148932,0.147076
44.837364,0.017028,-1.01703,2.355977,0.148752,0.147333
44.887406,0.01179,-1.011791,2.35609,0.148561,0.147579
44.937448,0.00655,-1.00655,2.356162,0.148361,0.147815
44.98749,0.00131,-1.00131,2.356193,0.14815,0.148041
45.037531,-0.00393,-0.99607,2.356183,0.14793,0.148257
45.087573,-0.00917,-0.99083,2.356131,0.147699,0.148462
45.137615,-0.014409,-0.98559,2.356039,0.147458,0.148658
45.187656,-0.019646,-0.98035,2.355905,0.147206,0.148843
45.237698,-0.024881,-0.975111,2.35573,0.146944,0.149019
45.28774,-0.030114,-0.969873,2.355513,0.146672,0.149184
45.337781,-0.035343,-0.964635,2.355255,0.146389,0.14934
45.387823,-0.040568,-0.959398,2.354956,0.146096,0.149486
45.437865,-0.045789,-0.954163,2.354615,0.145792,0.149623
45.487907,-0.051005,-0.948929,2.354232,0.145477,0.14975
45.537948,-0.056215,-0.943696,2.353808,0.145152,0.149867
45.58799,-0.061419,-0.938465,2.353342,0.144816,0.149975
45.638032,-0.066616,-0.933235,2.352834,0.14447,0.150074
45.688073,-0.071806,-0.928007,2.352284,0.144112,0.150163
45.738115,-0.076988,-0.922782,2.351691,0.143744,0.150243
45.788157,-0.082161,-0.917558,2.351056,0.143364,0.150314
45.838198,-0.087326,-0.912337,2.350379,0.142974,0.150376
45.88824,-0.092481,-0.907118,2.349658,0.142573,0.15043
45.938282,-0.097625,-0.901901,2.348895,0.142161,0.150474
45.988324,-0.10276,-0.896688,2.348089,0.141738,0.15051
46.038365,-0.107882,-0.891477,2.347239,0.141304,0.150537
46.088407,-0.112993,-0.886269,2.346345,0.140859,0.150556
46.138449,-0.118092,-0.881064,2.345407,0.140402,0.150566
46.18849,-0.123177,-0.875863,2.344426,0.139935,0.150568
46.238532,-0.128249,-0.870665,2.343399,0.139456,0.150562
46.288574,-0.133307,-0.86547,2.342328,0.138966,0.150547
46.338616,-0.13835,-0.860279,2.341212,0.138465,0.150525
46.388657,-0.143378,-0.855092,2.340051,0.137952,0.150495
46.438699,-0.148391,-0.849909,2.338844,0.137429,0.150457
46.488741,-0.153387,-0.84473,2.33759,0.136894,0.150411
46.538782,-0.158366,-0.839556,2.336291,0.136347,0.150358
46.588824,-0.163328,-0.834385,2.334945,0.135789,0.150298
46.638866,-0.168271,-0.82922,2.333551,0.13522,0.150231
46.688907,-0.173197,-0.824059,2.33211,0.13464,0.150156
46.738949,-0.178103,-0.818902,2.330621,0.134048,0.150075
46.788991,-0.18299,-0.813751,2.329083,0.133444,0.149986
46.839033,-0.187857,-0.808605,2.327497,0.13283,0.149891
46.889074,-0.192703,-0.803464,2.325861,0.132203,0.14979
46.939116,-0.197527,-0.798329,2.324176,0.131565,0.149682
46.989158,-0.202331,-0.793199,2.32244,0.130916,0.149568
47.039199,-0.207111,-0.788075,2.320654,0.130255,0.149447
47.089241,-0.21187,-0.782956,2.318816,0.129582,0.149321
47.139283,-0.216605,-0.777844,2.316926,0.128898,0.149189
47.189324,-0.221316,-0.772738,2.314984,0.128203,0.149052
47.239366,-0.226002,-0.767638,2.312989,0.127495,0.148909
47.289408,-0.230664,-0.762544,2.31094,0.126776,0.148761
47.33945,-0.235301,-0.757457,2.308837,0.126046,0.148608
47.389491,-0.239912,-0.752376,2.306679,0.125303,0.14845
47.439533,-0.244496,-0.747302,2.304466,0.12455,0.148288
47.489575,-0.249054,-0.742236,2.302196,0.123784,0.14812
47.539616,-0.253584,-0.737176,2.29987,0.123007,0.147949
47.589658,-0.258087,-0.732123,2.297486,0.122217,0.147773
47.6397,-0.262561,-0.727078,2.295044,0.121417,0.147594
47.689741,-0.267006,-0.722041,2.292542,0.120604,0.147411
47.739783,-0.271422,-0.717011,2.289981,0.11978,0.147224
47.789825,-0.275808,-0.711988,2.28736,0.118944,0.147034
47.839867,-0.280163,-0.706974,2.284677,0.118096,0.146841
47.889908,-0.284488,-0.701968,2.281931,0.117236,0.146645
47.93995,-0.288782,-0.69697,2.279123,0.116364,0.146446
47.989992,-0.293044,-0.69198,2.27625,0.115481,0.146245
48.040033,-0.297274,-0.686999,2.273313,0.114585,0.146042
48.090075,-0.301471,-0.682026,2.27031,0.113678,0.145837
48.140117,-0.305635,-0.677062,2.26724,0.112759,0.14563
48.190158,-0.309766,-0.672107,2.264102,0.111828,0.145422
48.2402,-0.313862,-0.667161,2.260896,0.110885,0.145213
48.290242,-0.317924,-0.662224,2.257619,0.10993,0.145002
48.340284,-0.321951,-0.657296,2.254272,0.108963,0.144791
48.390325,-0.325943,-0.652378,2.250853,0.107984,0.14458
48.440367,-0.329899,-0.647469,2.247361,0.106993,0.144368
48.490409,-0.333818,-0.64257,2.243795,0.10599,0.144157
48.54045,-0.337701,-0.637681,2.240154,0.104975,0.143946
48.590492,-0.341547,-0.632801,2.236436,0.103948,0.143735
48.640534,-0.345355,-0.627932,2.23264,0.102909,0.143526
48.690575,-0.349126,-0.623073,2.228765,0.101858,0.143318
48.740617,-0.352858,-0.618225,2.22481,0.100795,0.143111
48.790659,-0.356551,-0.613386,2.220774,0.099719,0.142907
48.840701,-0.360205,-0.608559,2.216655,0.098632,0.142704
48.890742,-0.36382,-0.603742,2.212451,0.097532,0.142504
48.940784,-0.367395,-0.598936,2.208162,0.09642,0.142307
48.990826,-0.370929,-0.594141,2.203785,0.095296,0.142113
49.040867,-0.374422,-0.589357,2.199321,0.09416,0.141923
49.090909,-0.377875,-0.584585,2.194766,0.093012,0.141736
49.140951,-0.381286,-0.579824,2.190119,0.091851,0.141553
49.190992,-0.384655,-0.575074,2.185379,0.090678,0.141375
49.241034,-0.387981,-0.570337,2.180545,0.089493,0.141201
49.291076,-0.391266,-0.56561,2.175615,0.088296,0.141033
49.341118,-0.394507,-0.560896,2.170586,0.087087,0.14087
49.391159,-0.397705,-0.556194,2.165458,0.085865,0.140713
49.441201,-0.400859,-0.551504,2.160228,0.084631,0.140563
49.491243,-0.403969,-0.546827,2.154895,0.083385,0.140418
49.541284,-0.407035,-0.542162,2.149457,0.082127,0.140281
49.591326,-0.410056,-0.537509,2.143913,0.080857,0.140151
49.641368,-0.413032,-0.532869,2.13826,0.079574,0.140029
49.69141,-0.415962,-0.528242,2.132496,0.07828,0.139914
49.741451,-0.418847,-0.523628,2.12662,0.076973,0.139809
49.791493,-0.421686,-0.519027,2.12063,0.075654,0.139711
49.841535,-0.424479,-0.514439,2.114523,0.074323,0.139623
49.891576,-0.427224,-0.509865,2.108298,0.072981,0.139544
49.941618,-0.429924,-0.505304,2.101953,0.071626,0.139476
49.99166,-0.432575,-0.500757,2.095485,0.07026,0.139417
50.041701,-0.43518,-0.496223,2.088893,0.068882,0.139369
50.091743,-0.437736,-0.491703,2.082174,0.067493,0.139332
50.141785,-0.440245,-0.487197,2.075326,0.066092,0.139306
50.191827,-0.442705,-0.482705,2.068348,0.064679,0.139291
50.241868,-0.445116,-0.478228,2.061236,0.063256,0.139289
50.29191,-0.447479,-0.473764,2.053989,0.061821,0.139299
50.341952,-0.449792,-0.469316,2.046605,0.060375,0.139321
50.391993,-0.452056,-0.464881,2.039081,0.058919,0.139356
50.442035,-0.45427,-0.460462,2.031414,0.057452,0.139405
50.492077,-0.456435,-0.456057,2.023604,0.055975,0.139467
50.542118,-0.458549,-0.451667,2.015647,0.054488,0.139542
50.59216,-0.460613,-0.447292,2.007542,0.052991,0.139632
50.642202,-0.462626,-0.442933,1.999286,0.051484,0.139736
50.692244,-0.464589,-0.438589,1.990876,0.049969,0.139854
50.742285,-0.4665,-0.43426,1.982311,0.048445,0.139987
50.792327,-0.46836,-0.429946,1.973589,0.046912,0.140134
50.842369,-0.470169,-0.425649,1.964707,0.045371,0.140297
50.89241,-0.471926,-0.421367,1.955663,0.043823,0.140475
50.942452,-0.473632,-0.417101,1.946455,0.042268,0.140667
50.992494,-0.475285,-0.412851,1.937081,0.040707,0.140875
51.042535,-0.476886,-0.408617,1.927539,0.039139,0.141099
51.092577,-0.478435,-0.404399,1.917826,0.037567,0.141337
51.142619,-0.479931,-0.400198,1.907942,0.03599,0.14159
51.192661,-0.481374,-0.396013,1.897885,0.034409,0.141859
51.242702,-0.482765,-0.391845,1.887651,0.032825,0.142142
51.292744,-0.484102,-0.387694,1.877241,0.031238,0.14244
51.342786,-0.485386,-0.383559,1.866652,0.029651,0.142753
51.392827,-0.486617,-0.379441,1.855883,0.028062,0.143079
51.442869,-0.487795,-0.37534,1.844932,0.026475,0.14342
51.492911,-0.488919,-0.371257,1.833799,0.024889,0.143773
51.542952,-0.489989,-0.36719,1.822482,0.023306,0.14414
51.592994,-0.491006,-0.363141,1.810981,0.021727,0.144519
51.643036,-0.491968,-0.35911,1.799294,0.020153,0.14491
51.693078,-0.492877,-0.355096,1.787422,0.018585,0.145312
51.743119,-0.493731,-0.3511,1.775363,0.017025,0.145725
51.793161,-0.494531,-0.347122,1.763118,0.015475,0.146147
51.843203,-0.495277,-0.343161,1.750687,0.013936,0.146579
51.893244,-0.495968,-0.339219,1.738071,0.012408,0.147018
51.943286,-0.496605,-0.335295,1.725269,0.010895,0.147464
51.993328,-0.497187,-0.331389,1.712282,0.009398,0.147915
52.043369,-0.497715,-0.327501,1.699112,0.007919,0.148372
52.093411,-0.498188,-0.323632,1.68576,0.006458,0.148832
52.143453,-0.498607,-0.319782,1.672227,0.005019,0.149295
52.193495,-0.49897,-0.31595,1.658516,0.003603,0.149759
52.243536,-0.499279,-0.312137,1.644628,0.002213,0.150222
52.293578,-0.499533,-0.308342,1.630567,0.000849,0.150684
52.34362,-0.499732,-0.304567,1.616335,-0.000485,0.151143
52.393661,-0.499876,-0.300811,1.601935,-0.001788,0.151597
52.443703,-0.499965,-0.297074,1.587372,-0.003057,0.152044
52.493745,-0.5,-0.293357,1.572648,-0.004291,0.152485
52.543786,-0.499979,-0.289658,1.557768,-0.005487,0.152915
52.593828,-0.499903,-0.28598,1.542737,-0.006644,0.153335
52.64387,-0.499773,-0.282321,1.52756,-0.007758,0.153743
52.693912,-0.499588,-0.278681,1.512242,-0.008829,0.154136
52.743953,-0.499348,-0.275062,1.496788,-0.009854,0.154514
52.793995,-0.499052,-0.271462,1.481205,-0.01083,0.154875
52.844037,-0.498703,-0.267882,1.465499,-0.011757,0.155217
52.894078,-0.498298,-0.264323,1.449676,-0.012632,0.155539
52.94412,-0.497839,-0.260783,1.433745,-0.013453,0.155839
52.994162,-0.497324,-0.257264,1.41771,-0.014219,0.156116
53.044204,-0.496756,-0.253766,1.401582,-0.014929,0.156369
53.094245,-0.496133,-0.250288,1.385366,-0.01558,0.156597
53.144287,-0.495455,-0.24683,1.369071,-0.016172,0.156798
53.194329,-0.494723,-0.243393,1.352705,-0.016703,0.156971
53.24437,-0.493936,-0.239977,1.336278,-0.017172,0.157116
53.294412,-0.493095,-0.236582,1.319796,-0.017578,0.157232
53.344454,-0.4922,-0.233208,1.30327,-0.017921,0.157318
53.394495,-0.491251,-0.229854,1.286708,-0.018201,0.157374
53.444537,-0.490248,-0.226522,1.270118,-0.018416,0.157399
53.494579,-0.489192,-0.223211,1.253511,-0.018566,0.157392
53.544621,-0.488081,-0.219922,1.236894,-0.018652,0.157355
53.594662,-0.486917,-0.216654,1.220277,-0.018673,0.157286
53.644704,-0.485699,-0.213407,1.203669,-0.01863,0.157186
53.694746,-0.484428,-0.210182,1.187079,-0.018524,0.157056
53.744787,-0.483104,-0.206979,1.170516,-0.018355,0.156895
53.794829,-0.481727,-0.203798,1.153989,-0.018123,0.156705
53.844871,-0.480296,-0.200638,1.137505,-0.017831,0.156486
53.894912,-0.478813,-0.1975,1.121074,-0.017478,0.156238
53.944954,-0.477278,-0.194385,1.104704,-0.017067,0.155963
53.994996,-0.47569,-0.191291,1.088402,-0.016599,0.155662
54.045038,-0.47405,-0.18822,1.072177,-0.016074,0.155335
54.095079,-0.472357,-0.185171,1.056036,-0.015496,0.154985
54.145121,-0.470613,-0.182144,1.039987,-0.014866,0.154611
54.195163,-0.468817,-0.17914,1.024035,-0.014185,0.154217
54.245204,-0.46697,-0.176158,1.008189,-0.013456,0.153802
54.295246,-0.465071,-0.173199,0.992453,-0.01268,0.153369
54.345288,-0.463122,-0.170263,0.976834,-0.01186,0.152919
54.395329,-0.461121,-0.16735,0.961339,-0.010997,0.152453
54.445371,-0.45907,-0.164459,0.945971,-0.010095,0.151973
54.495413,-0.456968,-0.161591,0.930736,-0.009155,0.15148
54.545455,-0.454816,-0.158746,0.915638,-0.008179,0.150977
54.595496,-0.452614,-0.155925,0.900683,-0.00717,0.150464
54.645538,-0.450363,-0.153126,0.885873,-0.006129,0.149943
54.69558,-0.448062,-0.150351,0.871212,-0.00506,0.149415
54.745621,-0.445711,-0.1476,0.856703,-0.003963,0.148883
54.795663,-0.443312,-0.144871,0.84235,-0.002842,0.148347
54.845705,-0.440864,-0.142166,0.828154,-0.001698,0.147808
54.895746,-0.438368,-0.139485,0.814118,-0.000534,0.147268
54.945788,-0.435823,-0.136827,0.800244,0.000649,0.146729
54.99583,-0.433231,-0.134193,0.786533,0.001849,0.146191
55.045872,-0.430591,-0.131583,0.772987,0.003063,0.145656
55.095913,-0.427904,-0.128996,0.759607,0.004291,0.145125
55.145955,-0.425169,-0.126434,0.746393,0.005529,0.144598
55.195997,-0.422388,-0.123895,0.733346,0.006777,0.144077
55.246038,-0.419561,-0.121381,0.720466,0.008033,0.143562
55.29608,-0.416688,-0.118891,0.707753,0.009295,0.143055
55.346122,-0.413768,-0.116424,0.695207,0.010561,0.142556
55.396163,-0.410804,-0.113983,0.682827,0.011831,0.142065
55.446205,-0.407794,-0.111565,0.670614,0.013103,0.141585
55.496247,-0.404739,-0.109172,0.658565,0.014375,0.141114
55.546289,-0.40164,-0.106803,0.64668,0.015647,0.140654
55.59633,-0.398497,-0.104459,0.634959,0.016917,0.140205
55.646372,-0.39531,-0.10214,0.623399,0.018184,0.139768
55.696414,-0.39208,-0.099845,0.611999,0.019448,0.139342
55.746455,-0.388806,-0.097575,0.600758,0.020706,0.138928
55.796497,-0.38549,-0.095329,0.589674,0.021959,0.138527
55.846539,-0.382132,-0.093109,0.578745,0.023205,0.138138
55.89658,-0.378731,-0.090913,0.567969,0.024443,0.137762
55.946622,-0.375289,-0.088742,0.557345,0.025674,0.137399
55.996664,-0.371806,-0.086597,0.546871,0.026895,0.137049
56.046706,-0.368282,-0.084476,0.536544,0.028107,0.136711
56.096747,-0.364717,-0.082381,0.526362,0.029309,0.136387
56.146789,-0.361113,-0.08031,0.516322,0.0305,0.136075
56.196831,-0.357468,-0.078266,0.506424,0.031679,0.135777
56.246872,-0.353785,-0.076246,0.496664,0.032847,0.135491
56.296914,-0.350062,-0.074252,0.487041,0.034003,0.135217
56.346956,-0.346302,-0.072283,0.477551,0.035147,0.134957
56.396997,-0.342503,-0.070339,0.468192,0.036277,0.134708
56.447039,-0.338666,-0.068421,0.458962,0.037394,0.134472
56.497081,-0.334792,-0.066529,0.449859,0.038497,0.134247
56.547123,-0.330882,-0.064663,0.44088,0.039587,0.134035
56.597164,-0.326935,-0.062822,0.432023,0.040662,0.133834
56.647206,-0.322952,-0.061006,0.423285,0.041723,0.133644
56.697248,-0.318934,-0.059217,0.414665,0.04277,0.133465
56.747289,-0.314881,-0.057453,0.406158,0.043801,0.133297
56.797331,-0.310793,-0.055716,0.397764,0.044818,0.133139
56.847373,-0.306671,-0.054004,0.389479,0.04582,0.132991
56.897415,-0.302515,-0.052318,0.381302,0.046806,0.132853
56.947456,-0.298326,-0.050658,0.373229,0.047777,0.132725
56.997498,-0.294105,-0.049024,0.36526,0.048732,0.132606
57.04754,-0.289851,-0.047417,0.35739,0.049672,0.132496
57.097581,-0.285565,-0.045835,0.349619,0.050596,0.132395
57.147623,-0.281248,-0.04428,0.341943,0.051504,0.132302
57.197665,-0.276899,-0.042751,0.33436,0.052396,0.132218
57.247706,-0.272521,-0.041249,0.326869,0.053273,0.13214
57.297748,-0.268112,-0.039772,0.319466,0.054133,0.132071
57.34779,-0.263675,-0.038322,0.31215,0.054978,0.132008
57.397832,-0.259208,-0.036899,0.304919,0.055806,0.131953
57.447873,-0.254712,-0.035501,0.29777,0.056619,0.131903
57.497915,-0.250189,-0.034131,0.290702,0.057415,0.13186
57.547957,-0.245638,-0.032787,0.283712,0.058196,0.131823
57.597998,-0.241061,-0.031469,0.276798,0.05896,0.131792
57.64804,-0.236456,-0.030178,0.269958,0.059708,0.131766
57.698082,-0.231826,-0.028914,0.26319,0.06044,0.131745
57.748123,-0.22717,-0.027676,0.256492,0.061156,0.131729
57.798165,-0.22249,-0.026465,0.249862,0.061856,0.131717
57.848207,-0.217785,-0.025281,0.243299,0.06254,0.131709
57.898249,-0.213056,-0.024123,0.2368,0.063207,0.131706
57.94829,-0.208303,-0.022993,0.230364,0.063859,0.131706
57.998332,-0.203528,-0.021889,0.223988,0.064495,0.131709
58.048374,-0.19873,-0.020812,0.21767,0.065114,0.131716
58.098415,-0.193911,-0.019762,0.21141,0.065718,0.131726
58.148457,-0.18907,-0.018738,0.205205,0.066306,0.131738
58.198499,-0.184208,-0.017742,0.199054,0.066877,0.131753
58.24854,-0.179327,-0.016773,0.192954,0.067433,0.13177
58.298582,-0.174425,-0.015831,0.186904,0.067973,0.131789
58.348624,-0.169505,-0.014915,0.180902,0.068496,0.131809
58.398666,-0.164565,-0.014027,0.174948,0.069004,0.131832
58.448707,-0.159608,-0.013166,0.169038,0.069496,0.131856
58.498749,-0.154633,-0.012332,0.163171,0.069972,0.131881
58.548791,-0.149641,-0.011525,0.157347,0.070433,0.131907
58.598832,-0.144633,-0.010746,0.151562,0.070877,0.131933
58.648874,-0.139609,-0.009993,0.145817,0.071306,0.131961
58.698916,-0.134569,-0.009268,0.140108,0.071719,0.131989
58.748957,-0.129515,-0.008569,0.134435,0.072116,0.132017
58.798999,-0.124446,-0.007898,0.128796,0.072498,0.132045
58.849041,-0.119364,-0.007255,0.12319,0.072863,0.132074
58.899083,-0.114269,-0.006638,0.117614,0.073213,0.132102
58.949124,-0.109161,-0.006049,0.112069,0.073548,0.13213
58.999166,-0.104041,-0.005487,0.106551,0.073866,0.132157
59.049208,-0.09891,-0.004953,0.101061,0.074169,0.132184
59.099249,-0.093768,-0.004445,0.095596,0.074457,0.132211
59.149291,-0.088615,-0.003966,0.090154,0.074728,0.132236
59.199333,-0.083453,-0.003513,0.084736,0.074985,0.132261
59.249374,-0.078282,-0.003088,0.079338,0.075225,0.132284
59.299416,-0.073102,-0.00269,0.07396,0.07545,0.132307
59.349458,-0.067914,-0.00232,0.068601,0.075659,0.132328
59.3995,-0.062719,-0.001977,0.063259,0.075853,0.132348
59.449541,-0.057516,-0.001661,0.057932,0.076032,0.132367
59.499583,-0.052308,-0.001373,0.05262,0.076194,0.132385
59.549625,-0.047093,-0.001112,0.047321,0.076342,0.132401
59.599666,-0.041874,-0.000879,0.042034,0.076473,0.132415
59.649708,-0.03665,-0.000673,0.036757,0.07659,0.132428
59.69975,-0.031421,-0.000494,0.031489,0.07669,0.132439
59.749791,-0.02619,-0.000343,0.026229,0.076775,0.132449
59.799833,-0.020955,-0.00022,0.020975,0.076845,0.132456
59.849875,-0.015718,-0.000124,0.015727,0.076899,0.132463
59.899917,-0.01048,-5.5e-05,0.010482,0.076938,0.132467
59.949958,-0.00524,-1.4e-05,0.005241,0.076961,0.13247
60,-0,0,0,0.076969,0.13247
